order_id,order_date,product_id,product_category,price,quantity_sold,customer_region
110,2023-11,4548,Beauty,400.28,2,Middle East
111,2023-02,4038,Home & Kitchen,441.29,3,Europe
112,2022-10,4218,Beauty,267.51,3,North America
114,2023-05,2206,Electronics,64.33,1,Europe
117,2022-01,2179,Home & Kitchen,241.28,1,Middle East
118,2022-05,1829,Electronics,428.24,5,Middle East
119,2022-07,3735,Sports,278.83,1,Europe
120,2022-02,3161,Home & Kitchen,293.81,4,North America
121,2022-02,2778,Sports,84.69,3,North America
123,2023-02,3535,Home & Kitchen,119.41,4,Asia
124,2023-07,1436,Electronics,430.17,1,Asia
126,2022-04,3238,Sports,143.99,4,Middle East
127,2023-11,2810,Sports,366.6,3,North America
129,2023-07,3623,Books,372.02,1,Europe
130,2023-09,1793,Beauty,244.75,3,Middle East
131,2023-04,1172,Fashion,63.38,1,Middle East
132,2023-10,2280,Books,447.85,3,Middle East
133,2022-01,2738,Fashion,341.04,4,Middle East
134,2022-08,1449,Electronics,88.45,1,Asia
135,2023-05,4572,Books,268.74,1,Middle East
136,2023-02,2954,Electronics,166.31,1,Europe
137,2023-01,3124,Electronics,356.73,1,North America
138,2022-07,1614,Books,315.59,2,North America
139,2022-01,1225,Sports,98.82,1,Europe
140,2023-07,4297,Sports,124.85,5,North America
141,2023-04,1738,Books,353.75,1,Asia
142,2023-11,2631,Fashion,339.21,3,Middle East
143,2023-07,1940,Fashion,159.56,4,North America
144,2022-08,1075,Beauty,241.73,3,Asia
145,2023-07,4104,Fashion,236.26,5,Asia
146,2022-04,4665,Sports,66.6,2,Europe
147,2023-04,1068,Books,312.42,3,Middle East
148,2023-02,2874,Fashion,135.9,4,Europe
149,2022-08,3462,Books,232.65,4,Middle East
151,2022-06,4519,Books,308.95,5,Asia
152,2023-06,3409,Beauty,420.6,1,Middle East
153,2022-02,1869,Beauty,286.95,2,Middle East
154,2023-06,2393,Beauty,300.42,5,Asia
155,2022-06,4470,Electronics,338.29,5,Europe
156,2023-11,2837,Sports,102.19,5,North America
158,2022-03,4119,Sports,427.73,3,Europe
159,2023-08,3115,Books,424.07,2,North America
160,2023-11,4410,Sports,274.6,2,Europe
161,2023-07,4156,Fashion,102.55,4,Middle East
162,2023-07,4965,Home & Kitchen,409.54,2,Middle East
163,2023-10,3983,Sports,114.02,3,Europe
164,2022-01,1376,Home & Kitchen,431.15,1,Middle East
165,2023-09,2408,Sports,214.77,2,Asia
167,2022-12,3815,Books,409.35,4,Middle East
168,2022-11,2941,Books,282.51,5,Europe
169,2023-10,3997,Fashion,162.59,2,North America
170,2023-05,1204,Electronics,229.2,1,Europe
171,2022-12,1744,Sports,443.67,3,North America
172,2023-04,4136,Sports,105.56,4,Middle East
173,2022-08,3958,Sports,56.38,2,North America
174,2022-07,2852,Sports,393.47,4,Asia
175,2022-08,4150,Home & Kitchen,312.73,4,North America
176,2023-01,2549,Sports,435.63,3,Europe
177,2023-01,1324,Books,160.14,4,Middle East
178,2022-10,3425,Electronics,282.82,2,Europe
180,2023-09,4973,Books,424.11,2,Europe
181,2022-09,1680,Sports,99.64,2,North America
182,2022-12,1670,Home & Kitchen,61.74,4,North America
183,2023-12,3675,Beauty,244.85,4,Middle East
184,2023-04,4417,Beauty,373.73,4,Middle East
185,2023-02,4065,Sports,108.83,4,Middle East
186,2023-10,2727,Beauty,120.57,2,Asia
187,2022-11,2880,Sports,161.22,2,North America
188,2023-11,3482,Home & Kitchen,406.49,1,Middle East
189,2022-08,4766,Electronics,374.94,3,Middle East
190,2022-08,3932,Books,138.58,2,North America
191,2023-11,4449,Electronics,131.29,2,Europe
193,2023-01,4814,Home & Kitchen,309.33,2,Middle East
194,2023-11,2703,Fashion,116.37,4,Europe
195,2023-08,4086,Sports,74.49,1,North America
197,2022-08,4264,Books,126.94,5,North America
198,2023-11,2256,Sports,361.42,2,Middle East
199,2022-04,4334,Fashion,188.97,3,Asia
201,2023-03,1053,Books,165.51,2,Middle East
202,2023-07,1691,Books,79.35,4,Middle East
203,2022-09,2970,Sports,92.41,4,Middle East
204,2023-05,1003,Books,246.78,4,Asia
207,2022-04,1833,Books,95.74,4,North America
208,2023-09,4311,Sports,378.47,4,Asia
209,2023-09,3529,Fashion,377.43,1,Middle East
210,2022-03,2698,Beauty,86.82,2,Asia
211,2023-11,3508,Books,152.61,1,Middle East
214,2023-10,4522,Electronics,223.84,1,Middle East
215,2022-08,2347,Sports,244.59,4,Asia
218,2023-01,3026,Sports,245.72,2,Europe
219,2023-02,2637,Home & Kitchen,394.98,5,Asia
220,2023-09,4548,Sports,319.29,4,Middle East
221,2022-05,3240,Beauty,311.56,5,Asia
222,2022-02,3354,Books,155.05,4,Middle East
223,2023-11,4613,Beauty,444.12,3,Europe
224,2023-12,4878,Sports,153.37,1,Middle East
227,2023-02,3268,Beauty,61.78,2,Europe
228,2022-09,3219,Beauty,364.65,2,Asia
229,2023-03,2183,Home & Kitchen,306.31,4,North America
230,2022-07,3219,Sports,359.95,2,Europe
231,2022-07,2086,Electronics,322.6,1,North America
232,2022-05,4644,Fashion,265.97,4,Asia
234,2022-10,2192,Sports,405.41,4,North America
235,2022-10,3128,Beauty,257.52,1,Middle East
236,2023-09,3806,Electronics,57.38,4,Middle East
237,2022-07,2291,Home & Kitchen,100.28,4,North America
238,2023-05,4451,Sports,332.69,2,Asia
240,2023-09,3120,Electronics,435.39,4,North America
241,2022-07,1331,Sports,396.41,5,Asia
242,2022-05,2211,Books,156.63,2,Europe
243,2022-07,2048,Fashion,442.34,4,Europe
244,2022-11,3275,Books,443.16,4,Asia
245,2023-04,2141,Beauty,419.73,1,Middle East
246,2022-12,4516,Home & Kitchen,157.29,2,Middle East
247,2023-10,2131,Sports,329.65,2,Middle East
248,2023-02,3289,Sports,228.45,5,North America
249,2022-12,2634,Fashion,271.75,1,Middle East
250,2023-05,4605,Home & Kitchen,207.8,3,Asia
253,2023-12,4569,Sports,387.56,3,North America
255,2023-10,4220,Sports,118.65,4,Middle East
256,2023-07,2334,Home & Kitchen,274.44,2,Middle East
257,2022-12,1551,Fashion,156.49,5,Europe
258,2023-10,4733,Home & Kitchen,241.38,1,Middle East
259,2023-04,1923,Fashion,63.48,5,Asia
260,2022-05,1120,Beauty,364.08,5,North America
261,2023-02,2795,Sports,260.55,2,Asia
262,2022-10,3073,Beauty,157.82,5,North America
263,2023-09,2135,Books,333.47,5,Asia
264,2022-09,3558,Electronics,258.07,2,Asia
265,2022-05,3928,Sports,205.12,4,Middle East
266,2022-12,1022,Beauty,268.93,1,Middle East
270,2022-10,3163,Sports,67.53,5,Middle East
271,2022-09,1479,Electronics,107.15,4,Asia
273,2023-03,3278,Fashion,405.97,3,North America
274,2022-02,3748,Home & Kitchen,179.1,5,North America
275,2022-06,3539,Electronics,205.34,4,Middle East
276,2022-01,1768,Home & Kitchen,153.06,1,Middle East
277,2022-08,2143,Fashion,116.46,5,Asia
280,2022-07,4856,Electronics,253.29,1,North America
281,2022-05,4478,Home & Kitchen,267.4,5,Asia
282,2023-02,2381,Home & Kitchen,381.97,5,North America
284,2022-02,2175,Fashion,259.78,2,North America
286,2023-11,2348,Electronics,427.07,4,Europe
287,2023-09,3904,Beauty,269.61,5,North America
288,2023-08,2971,Electronics,71.15,2,Europe
289,2023-09,1838,Electronics,82.25,1,Middle East
290,2023-02,4317,Electronics,241.28,3,North America
291,2023-02,2849,Electronics,310.59,4,Asia
293,2022-09,4386,Electronics,416.49,2,Europe
294,2022-08,1939,Home & Kitchen,210.11,4,Europe
295,2022-04,3852,Electronics,178.33,5,Middle East
298,2022-04,2392,Books,239.85,1,North America
300,2022-12,1952,Books,82.4,1,Asia
302,2022-06,1275,Electronics,360.04,1,Middle East
303,2023-12,4044,Beauty,228.86,4,Middle East
304,2023-11,1528,Sports,429.65,4,Asia
305,2022-06,2459,Electronics,92.82,5,Europe
306,2023-08,4331,Fashion,197.71,5,Middle East
307,2023-02,1958,Fashion,150.9,3,North America
310,2023-01,4409,Electronics,265.41,5,Europe
311,2022-05,1049,Beauty,214.9,5,Europe
313,2023-02,2258,Fashion,107.13,3,Middle East
314,2023-10,3631,Fashion,206.9,2,Asia
315,2022-02,2852,Books,357.33,1,North America
316,2023-11,2579,Sports,353.4,2,North America
317,2023-04,3961,Books,289.25,1,Asia
319,2023-01,3524,Fashion,127.15,4,Middle East
320,2022-01,1487,Beauty,286.47,2,Europe
321,2023-11,3127,Fashion,406.19,5,North America
322,2022-02,2309,Electronics,120.07,3,Asia
323,2022-08,3608,Electronics,436.22,1,Asia
324,2022-12,4169,Books,321.37,4,Middle East
325,2023-07,2501,Books,193.63,1,Asia
326,2023-03,2940,Electronics,325.61,4,Europe
329,2022-08,4797,Beauty,144.31,5,Europe
333,2023-04,4739,Fashion,302.8,4,Asia
334,2023-03,3534,Electronics,243.41,2,North America
335,2023-10,2696,Sports,237.25,3,Europe
336,2023-05,4265,Fashion,120.86,2,Asia
337,2023-07,3563,Fashion,300.74,1,North America
339,2022-02,3827,Fashion,219.74,3,Middle East
340,2023-05,2936,Home & Kitchen,186.63,4,Asia
341,2022-01,4575,Books,100.56,2,North America
342,2022-06,1035,Sports,257.82,4,Europe
343,2022-08,1015,Electronics,346.68,1,North America
344,2022-06,1918,Fashion,407.42,5,Middle East
345,2023-04,2991,Fashion,233.81,1,Asia
346,2022-02,2912,Beauty,123.75,1,Europe
347,2023-01,3696,Sports,108.9,2,Asia
348,2023-06,2613,Electronics,291.7,2,Europe
349,2022-04,1822,Beauty,197.68,3,Asia
350,2022-02,3120,Electronics,162.19,5,Europe
351,2022-10,4391,Fashion,263.87,5,Middle East
352,2022-12,2966,Fashion,280.43,5,Asia
353,2023-05,4316,Home & Kitchen,120.75,5,Asia
354,2022-10,2881,Books,192.26,5,Asia
355,2022-06,1739,Home & Kitchen,355.31,4,North America
356,2023-08,4266,Electronics,196.76,1,Middle East
357,2022-04,1757,Electronics,224.83,2,North America
358,2023-12,1905,Electronics,321.81,5,Middle East
359,2022-04,4066,Sports,99.45,5,Asia
360,2022-07,4160,Electronics,434.06,2,Asia
361,2022-09,4843,Books,172.51,3,Asia
362,2022-06,1797,Fashion,345.39,4,Asia
363,2022-09,3033,Home & Kitchen,152.12,1,Europe
364,2022-11,4210,Fashion,325.83,3,Europe
365,2022-05,2586,Sports,142.29,1,Asia
366,2022-01,4730,Beauty,375.28,4,Asia
367,2023-07,2777,Home & Kitchen,56.9,4,Asia
368,2023-07,2420,Sports,157.21,3,Asia
369,2022-11,4000,Electronics,285.92,4,North America
370,2023-11,3531,Electronics,318.43,2,Asia
371,2023-09,3434,Beauty,73.39,4,North America
372,2022-10,2391,Home & Kitchen,163.17,5,Middle East
373,2023-10,4917,Books,55.39,1,Europe
374,2023-10,1457,Books,418.0,4,Europe
376,2023-05,3279,Electronics,145.48,2,Asia
377,2023-01,3586,Electronics,244.14,2,North America
378,2022-04,2367,Sports,255.73,4,Middle East
379,2023-01,3767,Beauty,86.4,3,North America
380,2022-09,4209,Beauty,335.47,4,Europe
381,2022-06,2397,Fashion,260.81,5,Europe
382,2022-02,2460,Beauty,259.36,3,North America
388,2023-05,4665,Beauty,272.53,4,North America
390,2023-11,3631,Home & Kitchen,397.61,4,North America
392,2022-11,1699,Books,276.91,4,Europe
393,2023-05,4469,Home & Kitchen,311.54,2,Middle East
395,2023-10,3859,Electronics,299.21,3,Asia
398,2022-04,2013,Electronics,343.91,2,Europe
399,2022-12,1539,Electronics,139.27,5,North America
400,2023-12,4350,Books,140.44,4,Europe
401,2022-02,1011,Electronics,274.34,1,Asia
403,2023-11,4378,Electronics,119.21,3,North America
408,2022-11,4285,Fashion,85.28,3,Asia
410,2022-12,2478,Books,136.73,4,North America
412,2023-11,2775,Fashion,443.11,4,Asia
414,2022-02,1579,Beauty,373.48,3,Europe
416,2023-09,1495,Beauty,136.51,1,North America
417,2022-09,3670,Books,324.42,3,Europe
418,2022-02,1129,Books,372.46,2,Europe
420,2023-09,1791,Fashion,449.58,3,North America
422,2022-04,2838,Beauty,172.83,5,Asia
423,2022-07,2566,Books,309.49,4,Asia
424,2022-12,3136,Electronics,428.42,1,Asia
425,2022-02,1967,Electronics,143.43,2,North America
427,2022-09,1629,Home & Kitchen,97.54,3,Middle East
428,2023-01,1505,Home & Kitchen,215.54,2,Middle East
431,2023-11,4431,Books,203.8,4,Asia
432,2023-10,4130,Electronics,325.7,1,Europe
433,2023-10,4167,Books,356.7,5,North America
434,2022-04,2854,Home & Kitchen,268.74,2,Middle East
435,2023-08,2269,Sports,220.76,2,Europe
437,2022-12,2168,Beauty,134.98,4,Asia
438,2023-04,4381,Sports,336.59,5,Asia
439,2022-04,2660,Home & Kitchen,227.53,3,Europe
440,2022-05,4988,Home & Kitchen,135.74,2,Asia
441,2023-01,3581,Books,118.56,4,Europe
443,2022-02,4424,Fashion,413.41,1,Asia
444,2023-09,1883,Beauty,439.63,2,Middle East
445,2023-05,1950,Fashion,186.01,4,Middle East
446,2022-04,1284,Home & Kitchen,352.12,1,Middle East
448,2022-04,4988,Beauty,444.92,4,North America
450,2023-08,1257,Beauty,82.64,4,Europe
451,2023-05,3039,Fashion,391.4,3,North America
452,2022-08,1809,Sports,239.26,2,Europe
453,2022-09,3099,Home & Kitchen,342.1,4,North America
454,2022-07,3597,Home & Kitchen,239.97,1,North America
456,2023-03,3712,Beauty,420.82,5,Middle East
458,2022-09,2239,Home & Kitchen,183.28,5,Europe
460,2022-06,4294,Beauty,216.21,5,North America
461,2023-10,3702,Beauty,411.04,4,North America
462,2023-03,4013,Electronics,88.62,5,Middle East
463,2022-03,2128,Sports,415.88,2,Europe
464,2023-11,1521,Sports,233.3,2,North America
465,2022-10,1968,Books,257.42,2,Asia
467,2022-03,2000,Home & Kitchen,443.64,5,North America
468,2022-02,1887,Fashion,177.15,4,North America
470,2023-03,4185,Fashion,56.05,2,Middle East
472,2022-08,4140,Beauty,268.66,3,North America
473,2023-04,4436,Sports,386.1,2,Asia
474,2023-03,2067,Home & Kitchen,114.37,4,Europe
476,2023-07,1210,Electronics,423.53,4,North America
478,2022-10,2130,Books,348.69,1,Middle East
480,2022-12,3526,Electronics,417.17,3,Asia
481,2022-01,2702,Sports,129.67,4,Middle East
482,2023-06,3252,Books,59.34,4,Europe
483,2022-04,1118,Electronics,405.42,5,Middle East
484,2022-06,1485,Home & Kitchen,331.5,5,Asia
485,2022-08,3156,Home & Kitchen,407.38,3,Middle East
486,2023-10,3501,Fashion,360.59,3,Asia
487,2023-03,4310,Sports,255.05,1,Europe
489,2022-11,1511,Fashion,378.01,2,North America
491,2022-01,4465,Home & Kitchen,353.61,3,Asia
492,2022-12,2832,Fashion,274.35,5,Europe
493,2022-09,1131,Fashion,73.46,4,Europe
494,2023-05,4789,Home & Kitchen,220.39,1,Middle East
495,2022-06,2923,Sports,264.46,2,Asia
496,2023-04,2815,Books,236.88,3,Europe
497,2023-10,3798,Fashion,220.02,5,Asia
498,2023-11,4860,Electronics,317.44,1,Europe
499,2023-11,3441,Home & Kitchen,331.01,1,Middle East
500,2023-01,4629,Books,350.28,4,North America
501,2023-06,1197,Electronics,381.91,2,Middle East
502,2023-11,4535,Electronics,417.41,1,North America
503,2023-03,4192,Beauty,289.21,5,Middle East
505,2022-09,1219,Beauty,185.56,5,Middle East
507,2023-02,4872,Books,299.63,5,Europe
509,2022-02,2315,Home & Kitchen,414.41,1,Europe
510,2023-07,3200,Fashion,245.69,5,North America
511,2022-10,3572,Electronics,355.56,3,Asia
512,2023-02,3766,Home & Kitchen,372.23,3,North America
513,2022-01,1766,Books,299.44,3,North America
514,2023-08,2445,Electronics,443.36,5,Middle East
515,2022-10,2181,Electronics,164.31,5,Europe
516,2022-09,4341,Home & Kitchen,338.32,4,Asia
518,2022-02,4651,Home & Kitchen,73.43,2,Asia
520,2022-03,3748,Beauty,273.82,3,Asia
521,2023-08,3562,Beauty,378.42,1,Europe
522,2023-08,4308,Sports,435.3,2,Europe
525,2023-09,2955,Books,352.4,1,Europe
526,2022-07,2667,Home & Kitchen,316.77,2,North America
527,2023-05,3218,Electronics,302.07,1,Asia
528,2023-09,3317,Books,76.99,1,Europe
529,2023-05,3648,Beauty,387.73,4,Asia
530,2022-03,2638,Books,161.21,1,North America
531,2023-02,1636,Electronics,114.99,2,North America
532,2023-01,3114,Books,355.1,4,Middle East
533,2023-02,3822,Fashion,111.6,2,North America
534,2023-12,1007,Beauty,251.87,5,North America
535,2022-10,2579,Home & Kitchen,162.17,1,Middle East
536,2023-11,4519,Sports,412.62,1,Middle East
538,2023-04,4831,Beauty,413.19,5,Middle East
539,2022-07,3863,Home & Kitchen,201.46,2,North America
540,2023-11,1829,Home & Kitchen,85.58,4,Europe
541,2022-04,1024,Electronics,350.69,2,Asia
543,2022-04,3009,Fashion,203.73,2,Europe
545,2023-10,3243,Books,66.55,2,Europe
546,2022-07,3751,Books,194.42,1,Middle East
547,2022-02,4952,Sports,252.14,1,Asia
548,2023-01,3449,Beauty,148.83,4,Europe
549,2023-11,3169,Beauty,246.31,2,Asia
552,2022-08,1558,Fashion,402.74,2,Asia
553,2022-09,4957,Fashion,230.39,1,Asia
554,2022-03,2232,Books,328.58,4,Middle East
556,2023-12,2624,Books,232.48,4,Asia
558,2023-02,2538,Home & Kitchen,414.82,3,Asia
559,2023-11,1907,Sports,136.03,3,Middle East
562,2023-09,2557,Electronics,117.85,1,North America
564,2023-03,2830,Beauty,440.73,5,Europe
565,2022-08,1618,Books,113.32,3,Europe
566,2022-03,4683,Home & Kitchen,389.35,3,Europe
568,2023-03,3788,Books,83.14,2,Middle East
569,2023-12,3994,Sports,95.23,1,Europe
571,2023-07,3844,Books,244.87,5,Asia
572,2023-05,1205,Beauty,198.37,2,Asia
573,2023-01,1582,Home & Kitchen,296.85,2,North America
574,2022-05,2704,Beauty,345.92,2,North America
575,2022-03,1696,Sports,299.69,3,Europe
576,2022-04,3459,Sports,142.84,2,Europe
578,2022-01,1207,Fashion,367.35,3,North America
579,2023-04,1404,Books,158.01,5,Middle East
580,2023-04,3435,Books,127.29,3,North America
581,2023-07,2510,Fashion,346.8,1,Asia
582,2022-05,4453,Home & Kitchen,223.73,3,Europe
583,2022-05,1866,Books,106.24,2,North America
584,2023-07,2907,Fashion,384.44,4,Europe
585,2022-02,3318,Books,404.16,5,Asia
587,2023-11,1857,Fashion,236.65,3,Middle East
589,2022-07,4718,Books,261.04,1,Middle East
592,2023-09,3196,Books,91.53,1,Asia
595,2022-08,1186,Fashion,388.85,2,Middle East
597,2023-10,2361,Beauty,281.39,1,Middle East
598,2023-08,3420,Fashion,180.36,5,Asia
599,2022-01,4026,Fashion,411.01,2,Asia
600,2022-03,4827,Beauty,154.6,2,Middle East
601,2023-05,1066,Books,228.37,4,Asia
602,2022-09,2462,Beauty,288.98,3,Asia
604,2023-06,4557,Sports,306.4,5,North America
605,2022-06,1785,Beauty,175.41,5,Europe
606,2023-10,4930,Home & Kitchen,266.94,4,Middle East
607,2022-06,2998,Books,66.79,1,Asia
608,2022-06,3669,Home & Kitchen,171.23,2,Middle East
609,2023-01,4639,Books,292.99,2,North America
610,2023-09,3132,Home & Kitchen,287.93,4,North America
611,2022-07,2429,Sports,83.19,4,Asia
612,2023-06,4847,Home & Kitchen,210.28,3,Asia
613,2022-01,2418,Fashion,262.15,3,Europe
615,2023-02,2547,Sports,301.69,3,Europe
616,2022-12,1175,Sports,119.7,2,Asia
618,2023-05,3878,Fashion,137.93,4,Europe
619,2022-12,2562,Fashion,394.74,4,Europe
620,2022-12,1290,Electronics,293.17,2,Asia
621,2023-05,3177,Sports,344.25,3,Europe
623,2023-05,1478,Fashion,424.67,2,Asia
624,2022-11,1647,Fashion,68.23,5,Europe
626,2022-10,1263,Electronics,73.64,3,Middle East
627,2022-05,4006,Beauty,161.61,5,Middle East
628,2022-03,4907,Fashion,263.95,4,North America
630,2023-02,3550,Fashion,315.46,2,Middle East
631,2023-03,4231,Beauty,438.1,4,Asia
633,2022-06,4925,Fashion,375.5,4,Middle East
634,2022-04,2561,Electronics,243.54,3,North America
635,2023-12,2104,Electronics,197.07,2,Asia
636,2023-06,2436,Beauty,141.21,2,North America
637,2022-02,3522,Beauty,255.76,3,Middle East
639,2023-03,3005,Electronics,117.93,4,Asia
640,2022-06,3065,Fashion,182.37,2,North America
641,2023-10,4140,Beauty,427.42,3,Europe
642,2022-08,1907,Sports,191.17,3,Middle East
643,2023-09,1129,Fashion,123.56,2,Asia
644,2022-02,1937,Electronics,392.43,5,Europe
646,2023-04,1814,Beauty,388.52,1,North America
647,2023-04,4962,Fashion,67.26,2,North America
648,2022-12,2753,Beauty,163.56,3,North America
649,2022-01,4381,Books,303.43,1,Europe
650,2023-01,2510,Sports,102.03,2,Middle East
651,2022-12,1014,Home & Kitchen,320.11,5,Europe
652,2022-07,2519,Electronics,121.83,2,Europe
653,2023-05,3037,Books,273.64,2,North America
654,2022-07,2209,Home & Kitchen,354.85,2,Middle East
655,2023-05,4488,Fashion,394.47,3,North America
656,2023-01,2006,Books,401.28,1,Asia
657,2023-02,1706,Home & Kitchen,388.5,3,Europe
658,2022-04,1702,Books,72.87,2,Europe
660,2022-02,3479,Fashion,387.22,3,North America
661,2023-07,4137,Fashion,56.55,3,Europe
662,2023-11,4152,Fashion,350.3,1,Asia
663,2023-11,2984,Fashion,237.65,3,Europe
664,2022-06,1035,Fashion,216.84,3,North America
665,2022-05,1746,Sports,339.92,3,Europe
666,2022-03,3064,Home & Kitchen,88.11,4,Middle East
668,2022-07,3080,Books,274.52,4,Middle East
669,2022-08,3396,Books,299.34,4,Middle East
670,2023-11,2403,Fashion,215.47,3,North America
671,2022-08,3555,Books,304.93,4,Europe
672,2023-10,1645,Fashion,333.69,3,Middle East
673,2023-06,3986,Sports,176.02,2,Middle East
674,2023-03,4939,Books,233.73,2,North America
675,2023-02,1855,Beauty,131.52,1,Middle East
676,2022-02,4338,Electronics,387.12,3,North America
677,2022-08,1516,Books,370.0,3,Europe
678,2022-11,1797,Books,406.41,5,Middle East
679,2023-06,2929,Sports,352.9,5,Asia
681,2023-02,4418,Beauty,99.62,3,North America
682,2023-05,4674,Electronics,197.36,2,Europe
683,2023-01,3711,Books,120.92,1,Middle East
684,2023-07,1442,Fashion,268.19,5,Europe
685,2022-09,3425,Beauty,449.57,2,Europe
686,2023-10,2653,Books,370.34,4,Europe
687,2023-04,2013,Fashion,136.94,1,Asia
688,2022-01,1962,Fashion,201.8,2,Middle East
691,2023-02,3585,Books,215.44,3,Middle East
692,2023-10,1620,Home & Kitchen,365.33,4,Middle East
693,2023-01,2903,Fashion,431.1,1,Middle East
694,2022-01,2830,Sports,218.58,5,Asia
695,2022-05,4281,Electronics,94.23,4,North America
696,2022-12,4842,Home & Kitchen,134.38,5,Asia
697,2023-11,1805,Sports,225.51,4,Europe
698,2022-03,2065,Electronics,326.55,2,Europe
699,2023-10,1815,Beauty,273.7,1,North America
700,2023-11,3060,Sports,421.1,1,Middle East
704,2022-02,3536,Fashion,79.07,3,Middle East
706,2023-05,4134,Home & Kitchen,310.74,3,Middle East
