order_id,order_date,product_id,product_category,price,discount_percent,quantity_sold,customer_region,rating
208,2023-09,4311,Sports,378.47,15.0,4,Asia,3.6
209,2023-09,3529,Fashion,377.43,20.0,1,Middle East,1.1
210,2022-03,2698,Beauty,86.82,10.0,2,Asia,1.7
211,2023-11,3508,Books,152.61,10.0,1,Middle East,2.3
214,2023-10,4522,Electronics,223.84,0.0,1,Middle East,2.5
215,2022-08,2347,Sports,244.59,5.0,4,Asia,4.1
218,2023-01,3026,Sports,245.72,5.0,2,Europe,3.2
219,2023-02,2637,Home & Kitchen,394.98,30.0,5,Asia,4.7
220,2023-09,4548,Sports,319.29,5.0,4,Middle East,2.1
221,2022-05,3240,Beauty,311.56,30.0,5,Asia,1.7
222,2022-02,3354,Books,155.05,0.0,4,Middle East,3.9
223,2023-11,4613,Beauty,444.12,10.0,3,Europe,1.2
224,2023-12,4878,Sports,153.37,10.0,1,Middle East,2.7
227,2023-02,3268,Beauty,61.78,30.0,2,Europe,3.4
228,2022-09,3219,Beauty,364.65,30.0,2,Asia,2.9
229,2023-03,2183,Home & Kitchen,306.31,20.0,4,North America,3.6
230,2022-07,3219,Sports,359.95,10.0,2,Europe,4.2
231,2022-07,2086,Electronics,322.6,0.0,1,North America,4.9
232,2022-05,4644,Fashion,265.97,30.0,4,Asia,2.0
234,2022-10,2192,Sports,405.41,20.0,4,North America,4.0
235,2022-10,3128,Beauty,257.52,10.0,1,Middle East,1.8
236,2023-09,3806,Electronics,57.38,15.0,4,Middle East,1.7
237,2022-07,2291,Home & Kitchen,100.28,20.0,4,North America,3.2
238,2023-05,4451,Sports,332.69,0.0,2,Asia,4.2
240,2023-09,3120,Electronics,435.39,15.0,4,North America,2.5
241,2022-07,1331,Sports,396.41,20.0,5,Asia,5.0
242,2022-05,2211,Books,156.63,10.0,2,Europe,1.8
243,2022-07,2048,Fashion,442.34,30.0,4,Europe,3.7
244,2022-11,3275,Books,443.16,5.0,4,Asia,3.3
245,2023-04,2141,Beauty,419.73,0.0,1,Middle East,2.4
246,2022-12,4516,Home & Kitchen,157.29,5.0,2,Middle East,3.5
247,2023-10,2131,Sports,329.65,0.0,2,Middle East,3.6
248,2023-02,3289,Sports,228.45,30.0,5,North America,4.9
249,2022-12,2634,Fashion,271.75,15.0,1,Middle East,3.7
250,2023-05,4605,Home & Kitchen,207.8,15.0,3,Asia,1.7
253,2023-12,4569,Sports,387.56,20.0,3,North America,1.5
255,2023-10,4220,Sports,118.65,30.0,4,Middle East,4.7
256,2023-07,2334,Home & Kitchen,274.44,5.0,2,Middle East,1.4
257,2022-12,1551,Fashion,156.49,10.0,5,Europe,3.2
258,2023-10,4733,Home & Kitchen,241.38,10.0,1,Middle East,3.6
259,2023-04,1923,Fashion,63.48,5.0,5,Asia,3.3
260,2022-05,1120,Beauty,364.08,5.0,5,North America,3.5
261,2023-02,2795,Sports,260.55,20.0,2,Asia,1.5
262,2022-10,3073,Beauty,157.82,0.0,5,North America,1.1
263,2023-09,2135,Books,333.47,20.0,5,Asia,4.1
264,2022-09,3558,Electronics,258.07,10.0,2,Asia,2.3
265,2022-05,3928,Sports,205.12,10.0,4,Middle East,2.8
266,2022-12,1022,Beauty,268.93,5.0,1,Middle East,4.6
270,2022-10,3163,Sports,67.53,15.0,5,Middle East,2.3
271,2022-09,1479,Electronics,107.15,20.0,4,Asia,3.0
273,2023-03,3278,Fashion,405.97,30.0,3,North America,3.4
274,2022-02,3748,Home & Kitchen,179.1,20.0,5,North America,4.4
275,2022-06,3539,Electronics,205.34,0.0,4,Middle East,4.2
276,2022-01,1768,Home & Kitchen,153.06,10.0,1,Middle East,3.1
277,2022-08,2143,Fashion,116.46,5.0,5,Asia,3.5
280,2022-07,4856,Electronics,253.29,15.0,1,North America,1.8
281,2022-05,4478,Home & Kitchen,267.4,5.0,5,Asia,4.1
282,2023-02,2381,Home & Kitchen,381.97,10.0,5,North America,2.9
284,2022-02,2175,Fashion,259.78,0.0,2,North America,4.1
286,2023-11,2348,Electronics,427.07,10.0,4,Europe,2.7
287,2023-09,3904,Beauty,269.61,5.0,5,North America,4.6
288,2023-08,2971,Electronics,71.15,15.0,2,Europe,3.2
289,2023-09,1838,Electronics,82.25,15.0,1,Middle East,4.4
290,2023-02,4317,Electronics,241.28,20.0,3,North America,1.6
291,2023-02,2849,Electronics,310.59,20.0,4,Asia,1.9
293,2022-09,4386,Electronics,416.49,15.0,2,Europe,3.6
294,2022-08,1939,Home & Kitchen,210.11,10.0,4,Europe,1.0
295,2022-04,3852,Electronics,178.33,30.0,5,Middle East,2.6
298,2022-04,2392,Books,239.85,20.0,1,North America,2.4
300,2022-12,1952,Books,82.4,0.0,1,Asia,3.5
302,2022-06,1275,Electronics,360.04,20.0,1,Middle East,1.8
303,2023-12,4044,Beauty,228.86,15.0,4,Middle East,4.4
304,2023-11,1528,Sports,429.65,15.0,4,Asia,4.5
305,2022-06,2459,Electronics,92.82,5.0,5,Europe,2.9
306,2023-08,4331,Fashion,197.71,15.0,5,Middle East,1.3
307,2023-02,1958,Fashion,150.9,0.0,3,North America,3.0
310,2023-01,4409,Electronics,265.41,30.0,5,Europe,1.7
311,2022-05,1049,Beauty,214.9,10.0,5,Europe,1.4
313,2023-02,2258,Fashion,107.13,15.0,3,Middle East,1.7
314,2023-10,3631,Fashion,206.9,15.0,2,Asia,4.4
315,2022-02,2852,Books,357.33,5.0,1,North America,2.1
316,2023-11,2579,Sports,353.4,10.0,2,North America,3.7
317,2023-04,3961,Books,289.25,10.0,1,Asia,1.5
319,2023-01,3524,Fashion,127.15,15.0,4,Middle East,2.8
320,2022-01,1487,Beauty,286.47,5.0,2,Europe,4.4
321,2023-11,3127,Fashion,406.19,0.0,5,North America,2.1
322,2022-02,2309,Electronics,120.07,15.0,3,Asia,3.2
323,2022-08,3608,Electronics,436.22,30.0,1,Asia,3.5
324,2022-12,4169,Books,321.37,10.0,4,Middle East,3.0
325,2023-07,2501,Books,193.63,30.0,1,Asia,2.0
326,2023-03,2940,Electronics,325.61,15.0,4,Europe,4.1
329,2022-08,4797,Beauty,144.31,10.0,5,Europe,1.3
333,2023-04,4739,Fashion,302.8,20.0,4,Asia,4.9
334,2023-03,3534,Electronics,243.41,10.0,2,North America,1.2
335,2023-10,2696,Sports,237.25,0.0,3,Europe,4.5
336,2023-05,4265,Fashion,120.86,5.0,2,Asia,3.8
337,2023-07,3563,Fashion,300.74,0.0,1,North America,2.9
339,2022-02,3827,Fashion,219.74,15.0,3,Middle East,2.2
340,2023-05,2936,Home & Kitchen,186.63,10.0,4,Asia,2.8
341,2022-01,4575,Books,100.56,0.0,2,North America,2.2
342,2022-06,1035,Sports,257.82,30.0,4,Europe,5.0
343,2022-08,1015,Electronics,346.68,0.0,1,North America,3.3
344,2022-06,1918,Fashion,407.42,5.0,5,Middle East,4.1
345,2023-04,2991,Fashion,233.81,20.0,1,Asia,2.2
346,2022-02,2912,Beauty,123.75,0.0,1,Europe,1.2
347,2023-01,3696,Sports,108.9,0.0,2,Asia,4.6
348,2023-06,2613,Electronics,291.7,10.0,2,Europe,2.5
349,2022-04,1822,Beauty,197.68,5.0,3,Asia,3.2
350,2022-02,3120,Electronics,162.19,5.0,5,Europe,2.9
351,2022-10,4391,Fashion,263.87,15.0,5,Middle East,2.1
352,2022-12,2966,Fashion,280.43,0.0,5,Asia,1.7
353,2023-05,4316,Home & Kitchen,120.75,0.0,5,Asia,4.5
354,2022-10,2881,Books,192.26,30.0,5,Asia,4.8
355,2022-06,1739,Home & Kitchen,355.31,30.0,4,North America,4.6
356,2023-08,4266,Electronics,196.76,20.0,1,Middle East,3.1
357,2022-04,1757,Electronics,224.83,10.0,2,North America,3.6
358,2023-12,1905,Electronics,321.81,0.0,5,Middle East,1.6
359,2022-04,4066,Sports,99.45,20.0,5,Asia,2.4
360,2022-07,4160,Electronics,434.06,5.0,2,Asia,1.0
361,2022-09,4843,Books,172.51,10.0,3,Asia,3.1
362,2022-06,1797,Fashion,345.39,0.0,4,Asia,2.7
363,2022-09,3033,Home & Kitchen,152.12,0.0,1,Europe,3.5
364,2022-11,4210,Fashion,325.83,30.0,3,Europe,2.2
365,2022-05,2586,Sports,142.29,10.0,1,Asia,2.5
366,2022-01,4730,Beauty,375.28,30.0,4,Asia,3.7
367,2023-07,2777,Home & Kitchen,56.9,20.0,4,Asia,1.6
368,2023-07,2420,Sports,157.21,5.0,3,Asia,3.5
369,2022-11,4000,Electronics,285.92,20.0,4,North America,4.6
370,2023-11,3531,Electronics,318.43,15.0,2,Asia,3.4
371,2023-09,3434,Beauty,73.39,0.0,4,North America,1.6
372,2022-10,2391,Home & Kitchen,163.17,15.0,5,Middle East,1.1
373,2023-10,4917,Books,55.39,10.0,1,Europe,3.6
374,2023-10,1457,Books,418.0,30.0,4,Europe,4.5
376,2023-05,3279,Electronics,145.48,0.0,2,Asia,1.2
377,2023-01,3586,Electronics,244.14,0.0,2,North America,4.8
378,2022-04,2367,Sports,255.73,10.0,4,Middle East,2.7
379,2023-01,3767,Beauty,86.4,15.0,3,North America,4.3
380,2022-09,4209,Beauty,335.47,20.0,4,Europe,1.9
381,2022-06,2397,Fashion,260.81,15.0,5,Europe,4.0
382,2022-02,2460,Beauty,259.36,5.0,3,North America,3.4
388,2023-05,4665,Beauty,272.53,0.0,4,North America,2.8
390,2023-11,3631,Home & Kitchen,397.61,5.0,4,North America,1.8
392,2022-11,1699,Books,276.91,5.0,4,Europe,4.5
393,2023-05,4469,Home & Kitchen,311.54,30.0,2,Middle East,4.4
395,2023-10,3859,Electronics,299.21,20.0,3,Asia,3.2
398,2022-04,2013,Electronics,343.91,20.0,2,Europe,2.0
399,2022-12,1539,Electronics,139.27,10.0,5,North America,4.4
400,2023-12,4350,Books,140.44,0.0,4,Europe,1.3
401,2022-02,1011,Electronics,274.34,30.0,1,Asia,4.3
403,2023-11,4378,Electronics,119.21,15.0,3,North America,3.2
408,2022-11,4285,Fashion,85.28,30.0,3,Asia,2.3
410,2022-12,2478,Books,136.73,0.0,4,North America,1.5
412,2023-11,2775,Fashion,443.11,15.0,4,Asia,3.5
414,2022-02,1579,Beauty,373.48,15.0,3,Europe,3.5
416,2023-09,1495,Beauty,136.51,15.0,1,North America,4.2
417,2022-09,3670,Books,324.42,10.0,3,Europe,1.1
418,2022-02,1129,Books,372.46,0.0,2,Europe,4.2
420,2023-09,1791,Fashion,449.58,20.0,3,North America,3.8
422,2022-04,2838,Beauty,172.83,15.0,5,Asia,4.7
423,2022-07,2566,Books,309.49,30.0,4,Asia,3.2
424,2022-12,3136,Electronics,428.42,0.0,1,Asia,2.1
425,2022-02,1967,Electronics,143.43,5.0,2,North America,4.4
427,2022-09,1629,Home & Kitchen,97.54,0.0,3,Middle East,4.4
428,2023-01,1505,Home & Kitchen,215.54,20.0,2,Middle East,2.7
431,2023-11,4431,Books,203.8,30.0,4,Asia,4.3
432,2023-10,4130,Electronics,325.7,15.0,1,Europe,1.6
433,2023-10,4167,Books,356.7,0.0,5,North America,4.6
434,2022-04,2854,Home & Kitchen,268.74,5.0,2,Middle East,3.8
435,2023-08,2269,Sports,220.76,15.0,2,Europe,4.5
437,2022-12,2168,Beauty,134.98,10.0,4,Asia,4.5
438,2023-04,4381,Sports,336.59,5.0,5,Asia,3.6
439,2022-04,2660,Home & Kitchen,227.53,10.0,3,Europe,3.5
440,2022-05,4988,Home & Kitchen,135.74,5.0,2,Asia,3.7
441,2023-01,3581,Books,118.56,15.0,4,Europe,2.2
443,2022-02,4424,Fashion,413.41,5.0,1,Asia,4.5
444,2023-09,1883,Beauty,439.63,5.0,2,Middle East,3.6
445,2023-05,1950,Fashion,186.01,20.0,4,Middle East,2.2
446,2022-04,1284,Home & Kitchen,352.12,15.0,1,Middle East,3.6
448,2022-04,4988,Beauty,444.92,15.0,4,North America,3.5
450,2023-08,1257,Beauty,82.64,30.0,4,Europe,1.8
451,2023-05,3039,Fashion,391.4,0.0,3,North America,1.7
452,2022-08,1809,Sports,239.26,0.0,2,Europe,1.4
453,2022-09,3099,Home & Kitchen,342.1,15.0,4,North America,3.7
454,2022-07,3597,Home & Kitchen,239.97,20.0,1,North America,3.3
456,2023-03,3712,Beauty,420.82,10.0,5,Middle East,1.8
458,2022-09,2239,Home & Kitchen,183.28,20.0,5,Europe,3.3
460,2022-06,4294,Beauty,216.21,0.0,5,North America,2.1
461,2023-10,3702,Beauty,411.04,20.0,4,North America,1.9
462,2023-03,4013,Electronics,88.62,5.0,5,Middle East,4.4
463,2022-03,2128,Sports,415.88,20.0,2,Europe,1.8
464,2023-11,1521,Sports,233.3,5.0,2,North America,1.2
465,2022-10,1968,Books,257.42,10.0,2,Asia,4.5
467,2022-03,2000,Home & Kitchen,443.64,5.0,5,North America,1.3
468,2022-02,1887,Fashion,177.15,5.0,4,North America,2.4
470,2023-03,4185,Fashion,56.05,0.0,2,Middle East,3.5
472,2022-08,4140,Beauty,268.66,5.0,3,North America,3.8
473,2023-04,4436,Sports,386.1,30.0,2,Asia,1.2
474,2023-03,2067,Home & Kitchen,114.37,5.0,4,Europe,1.7
476,2023-07,1210,Electronics,423.53,5.0,4,North America,2.9
478,2022-10,2130,Books,348.69,15.0,1,Middle East,4.2
480,2022-12,3526,Electronics,417.17,15.0,3,Asia,4.3
481,2022-01,2702,Sports,129.67,5.0,4,Middle East,4.5
482,2023-06,3252,Books,59.34,20.0,4,Europe,4.8
483,2022-04,1118,Electronics,405.42,5.0,5,Middle East,5.0
484,2022-06,1485,Home & Kitchen,331.5,5.0,5,Asia,3.6
485,2022-08,3156,Home & Kitchen,407.38,5.0,3,Middle East,4.0
486,2023-10,3501,Fashion,360.59,10.0,3,Asia,3.6
487,2023-03,4310,Sports,255.05,20.0,1,Europe,2.8
489,2022-11,1511,Fashion,378.01,15.0,2,North America,3.2
491,2022-01,4465,Home & Kitchen,353.61,0.0,3,Asia,2.8
492,2022-12,2832,Fashion,274.35,0.0,5,Europe,1.6
493,2022-09,1131,Fashion,73.46,10.0,4,Europe,1.1
494,2023-05,4789,Home & Kitchen,220.39,5.0,1,Middle East,3.9
495,2022-06,2923,Sports,264.46,0.0,2,Asia,4.5
496,2023-04,2815,Books,236.88,5.0,3,Europe,3.7
497,2023-10,3798,Fashion,220.02,10.0,5,Asia,3.1
498,2023-11,4860,Electronics,317.44,5.0,1,Europe,4.0
499,2023-11,3441,Home & Kitchen,331.01,10.0,1,Middle East,1.6
500,2023-01,4629,Books,350.28,30.0,4,North America,1.2
501,2023-06,1197,Electronics,381.91,15.0,2,Middle East,4.5
502,2023-11,4535,Electronics,417.41,0.0,1,North America,1.7
503,2023-03,4192,Beauty,289.21,5.0,5,Middle East,2.4
505,2022-09,1219,Beauty,185.56,15.0,5,Middle East,2.5
507,2023-02,4872,Books,299.63,10.0,5,Europe,4.1
509,2022-02,2315,Home & Kitchen,414.41,10.0,1,Europe,4.5
510,2023-07,3200,Fashion,245.69,0.0,5,North America,2.6
511,2022-10,3572,Electronics,355.56,15.0,3,Asia,4.7
512,2023-02,3766,Home & Kitchen,372.23,10.0,3,North America,2.2
513,2022-01,1766,Books,299.44,20.0,3,North America,1.9
514,2023-08,2445,Electronics,443.36,15.0,5,Middle East,3.9
515,2022-10,2181,Electronics,164.31,10.0,5,Europe,4.3
516,2022-09,4341,Home & Kitchen,338.32,15.0,4,Asia,5.0
518,2022-02,4651,Home & Kitchen,73.43,0.0,2,Asia,3.6
520,2022-03,3748,Beauty,273.82,20.0,3,Asia,4.5
521,2023-08,3562,Beauty,378.42,5.0,1,Europe,2.9
522,2023-08,4308,Sports,435.3,10.0,2,Europe,4.8
525,2023-09,2955,Books,352.4,10.0,1,Europe,4.2
526,2022-07,2667,Home & Kitchen,316.77,5.0,2,North America,2.6
527,2023-05,3218,Electronics,302.07,20.0,1,Asia,2.5
528,2023-09,3317,Books,76.99,5.0,1,Europe,1.5
529,2023-05,3648,Beauty,387.73,20.0,4,Asia,4.4
530,2022-03,2638,Books,161.21,5.0,1,North America,2.2
531,2023-02,1636,Electronics,114.99,15.0,2,North America,4.3
532,2023-01,3114,Books,355.1,20.0,4,Middle East,1.4
533,2023-02,3822,Fashion,111.6,10.0,2,North America,1.2
